user_id,obs_id,explanation_mechanism,true_strategy,predicted_strategy,is_correct,confidence,time_taken,survey_question_pos
24,16,TemporalDecomposition,EnergyPill,EnergyPill,True,Confident,12.254,10
24,1,TemporalDecomposition,Survival,Dots,False,Neutral,7.113,9
24,18,TemporalDecomposition,Survival,LoseALife,False,Neutral,14.65,8
24,19,SARFA,Dots,EnergyPill,False,Unconfident,13.898,12
24,10,SARFA,EnergyPill,EnergyPill,True,Neutral,13.227,14
24,1,SARFA,LoseALife,Dots,False,Unconfident,8.048,15
24,7,SARFA,LoseALife,Dots,False,Neutral,9.522,13
24,8,OptimalAction,Dots,Survival,False,Neutral,12.971,6
24,12,OptimalAction,Dots,Survival,False,Neutral,13.145,7
24,6,OptimalAction,EnergyPill,Dots,False,Neutral,13.681,5
24,14,OptimalAction,Survival,EnergyPill,False,Neutral,14.038,4
26,3,DatasetSimilarity,Dots,EnergyPill,False,Confident,12.593,8
26,18,DatasetSimilarity,Dots,Survival,False,Neutral,10.4,10
26,9,DatasetSimilarity,EnergyPill,Dots,False,Neutral,11.975,11
26,1,DatasetSimilarity,Survival,Dots,False,Confident,11.132,9
26,2,TemporalDecomposition,Dots,Dots,True,Neutral,13.076,1
26,5,TemporalDecomposition,Dots,Survival,False,Unconfident,24,0
26,0,TemporalDecomposition,Survival,EnergyPill,False,Neutral,8.701,3
26,17,TemporalDecomposition,Survival,EnergyPill,False,Neutral,11.475,2
26,2,SARFA,Dots,Dots,True,Neutral,8.766,15
26,4,SARFA,EnergyPill,Dots,False,Neutral,13.756,14
26,4,SARFA,LoseALife,Dots,False,Unconfident,10.833,12
26,18,SARFA,LoseALife,EnergyPill,False,Neutral,15.401,13
26,0,OptimalAction,Dots,EnergyPill,False,Neutral,12.286,7
26,7,OptimalAction,Dots,Survival,False,Neutral,9.632,6
26,1,OptimalAction,EnergyPill,Dots,False,Neutral,14.902,4
26,11,OptimalAction,EnergyPill,EnergyPill,True,Confident,10.041,5
27,14,DatasetSimilarity,Dots,Dots,True,Confident,13.973,5
27,4,DatasetSimilarity,EnergyPill,Dots,False,Confident,17.508,4
27,12,DatasetSimilarity,Survival,Survival,True,Confident,16.493,6
27,5,DatasetSimilarity,LoseALife,Survival,False,Confident,20.556,7
27,7,TemporalDecomposition,EnergyPill,Dots,False,Neutral,8.362,11
27,17,TemporalDecomposition,EnergyPill,Dots,False,Neutral,27.429,8
27,0,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,7.276,9
27,3,TemporalDecomposition,LoseALife,EnergyPill,False,Neutral,12.016,10
27,2,SARFA,EnergyPill,Survival,False,Confident,18.531,15
27,2,SARFA,Survival,Dots,False,Confident,18.696,12
27,16,SARFA,Survival,Dots,False,Confident,9.53,14
27,12,SARFA,LoseALife,EnergyPill,False,Confident,21.029,13
27,17,OptimalAction,EnergyPill,Dots,False,Neutral,61.281,0
27,16,OptimalAction,Survival,Survival,True,Neutral,17.346,2
27,0,OptimalAction,LoseALife,Survival,False,Confident,11.954,3
27,4,OptimalAction,LoseALife,LoseALife,True,Confident,10.914,1
28,8,DatasetSimilarity,EnergyPill,EnergyPill,True,Neutral,17.582,1
28,19,DatasetSimilarity,Survival,Survival,True,Confident,40.832,0
28,14,DatasetSimilarity,LoseALife,LoseALife,True,Unconfident,22.273,2
28,15,DatasetSimilarity,LoseALife,Survival,False,Unconfident,22.285,3
28,3,TemporalDecomposition,Dots,Survival,False,Confident,14.098,14
28,6,TemporalDecomposition,EnergyPill,Survival,False,Confident,17.256,12
28,12,TemporalDecomposition,Survival,Survival,True,Confident,10.072,15
28,0,TemporalDecomposition,LoseALife,Dots,False,Confident,10.391,13
28,0,SARFA,EnergyPill,EnergyPill,True,Neutral,20.169,9
28,1,SARFA,Survival,Survival,True,Confident,14.18,8
28,18,SARFA,Survival,EnergyPill,False,Confident,10.471,10
28,15,SARFA,LoseALife,LoseALife,True,Confident,17.072,11
28,2,OptimalAction,EnergyPill,Survival,False,Confident,11.731,7
28,4,OptimalAction,Survival,Dots,False,Confident,9.608,5
28,6,OptimalAction,LoseALife,EnergyPill,False,Unconfident,14.599,6
28,19,OptimalAction,LoseALife,Dots,False,Confident,13.021,4
29,11,DatasetSimilarity,Dots,Survival,False,Confident,11.733,10
29,8,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,9.986,9
29,5,DatasetSimilarity,Survival,Survival,True,Confident,18.725,8
29,1,DatasetSimilarity,LoseALife,LoseALife,True,Neutral,21.163,11
29,15,TemporalDecomposition,Dots,Survival,False,Neutral,9.556,6
29,18,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,24.591,4
29,10,TemporalDecomposition,Survival,Survival,True,Neutral,45.477,7
29,10,TemporalDecomposition,LoseALife,Dots,False,Confident,7.3,5
29,1,SARFA,Dots,Survival,False,Neutral,20.325,2
29,8,SARFA,Dots,EnergyPill,False,Neutral,8.564,3
29,0,SARFA,EnergyPill,Dots,False,Confident,16.2,1
29,9,SARFA,EnergyPill,LoseALife,False,Confident,13.573,0
29,8,OptimalAction,Survival,LoseALife,False,Confident,14.741,12
29,7,OptimalAction,LoseALife,Survival,False,Neutral,13.691,14
29,10,OptimalAction,LoseALife,Survival,False,Neutral,36.117,15
29,14,OptimalAction,LoseALife,Dots,False,Confident,43.436,13
30,0,DatasetSimilarity,Survival,Dots,False,Confident,20.357,0
30,6,DatasetSimilarity,Survival,Survival,True,Confident,16.5,2
30,7,DatasetSimilarity,Survival,Survival,True,Neutral,15.628,3
30,13,DatasetSimilarity,LoseALife,Survival,False,Neutral,12.284,1
30,1,TemporalDecomposition,Dots,Dots,True,Neutral,6.067,10
30,7,TemporalDecomposition,EnergyPill,Dots,False,Neutral,7.537,11
30,3,TemporalDecomposition,LoseALife,Survival,False,Unconfident,27.288,8
30,13,TemporalDecomposition,LoseALife,LoseALife,True,Very Unconfident,8.771,9
30,11,SARFA,EnergyPill,LoseALife,False,Confident,6.387,13
30,15,SARFA,EnergyPill,Dots,False,Confident,4.896,14
30,18,SARFA,Survival,Survival,True,Confident,7.304,15
30,19,SARFA,Survival,Dots,False,Confident,18.518,12
30,9,OptimalAction,Dots,Dots,True,Neutral,11.386,7
30,16,OptimalAction,EnergyPill,Dots,False,Confident,8.695,6
30,18,OptimalAction,EnergyPill,Survival,False,Confident,10.401,5
30,15,OptimalAction,LoseALife,Survival,False,Confident,9.762,4
31,7,DatasetSimilarity,EnergyPill,EnergyPill,True,Very Confident,18.995,5
31,14,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,10.511,7
31,16,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,20.598,6
31,14,DatasetSimilarity,Survival,Survival,True,Confident,29.411,4
31,5,TemporalDecomposition,Dots,Survival,False,Neutral,25.634,8
31,13,TemporalDecomposition,Dots,Survival,False,Unconfident,22.16,9
31,10,TemporalDecomposition,Survival,EnergyPill,False,Confident,13.24,10
31,12,TemporalDecomposition,Survival,Survival,True,Confident,10.593,11
31,14,SARFA,Dots,EnergyPill,False,Confident,18.303,12
31,15,SARFA,Dots,LoseALife,False,Confident,10.844,13
31,17,SARFA,Dots,LoseALife,False,Confident,18.962,15
31,15,SARFA,EnergyPill,LoseALife,False,Neutral,11.929,14
31,1,OptimalAction,Dots,Dots,True,Neutral,25.997,1
31,4,OptimalAction,Dots,Dots,True,Confident,29.94,0
31,18,OptimalAction,Dots,Survival,False,Very Confident,6.992,2
31,16,OptimalAction,LoseALife,EnergyPill,False,Neutral,17.046,3
32,12,DatasetSimilarity,Dots,Survival,False,Neutral,10.056,9
32,15,DatasetSimilarity,Dots,Survival,False,Neutral,11.422,10
32,16,DatasetSimilarity,EnergyPill,EnergyPill,True,Neutral,16.1,8
32,17,DatasetSimilarity,Survival,Survival,True,Confident,15.822,11
32,6,TemporalDecomposition,Dots,Survival,False,Neutral,11.301,3
32,12,TemporalDecomposition,EnergyPill,LoseALife,False,Neutral,10.335,1
32,9,TemporalDecomposition,Survival,Dots,False,Confident,6.258,2
32,16,TemporalDecomposition,Survival,EnergyPill,False,Neutral,14.124,0
32,15,SARFA,Dots,EnergyPill,False,Neutral,7.252,6
32,1,SARFA,EnergyPill,Survival,False,Neutral,3.697,7
32,15,SARFA,EnergyPill,Survival,False,Neutral,15.148,4
32,0,SARFA,LoseALife,Dots,False,Neutral,7.349,5
32,1,OptimalAction,Dots,Survival,False,Confident,6.389,14
32,1,OptimalAction,EnergyPill,Dots,False,Neutral,15.4,12
32,8,OptimalAction,LoseALife,EnergyPill,False,Neutral,8.05,15
32,9,OptimalAction,LoseALife,EnergyPill,False,Neutral,8.037,13
33,18,DatasetSimilarity,Dots,Survival,False,Confident,7.802,2
33,0,DatasetSimilarity,EnergyPill,Dots,False,Neutral,15.4,0
33,18,DatasetSimilarity,EnergyPill,Survival,False,Very Confident,5.301,3
33,3,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,10.582,1
33,14,TemporalDecomposition,Dots,Survival,False,Confident,3.005,13
33,3,TemporalDecomposition,EnergyPill,LoseALife,False,Neutral,3.205,14
33,19,TemporalDecomposition,Survival,EnergyPill,False,Confident,4.261,12
33,4,TemporalDecomposition,LoseALife,Dots,False,Unconfident,4.864,15
33,6,SARFA,EnergyPill,Survival,False,Neutral,5.36,11
33,16,SARFA,EnergyPill,EnergyPill,True,Neutral,3.345,8
33,15,SARFA,Survival,Survival,True,Confident,3.467,9
33,2,SARFA,LoseALife,Survival,False,Neutral,3.302,10
33,6,OptimalAction,Dots,Survival,False,Confident,6.139,6
33,8,OptimalAction,Dots,Survival,False,Confident,3.544,7
33,17,OptimalAction,EnergyPill,EnergyPill,True,Confident,4.676,4
33,15,OptimalAction,Survival,Survival,True,Neutral,4.101,5
34,3,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,13.427,12
34,9,DatasetSimilarity,Survival,Survival,True,Confident,12.868,13
34,6,DatasetSimilarity,LoseALife,LoseALife,True,Confident,10.973,15
34,12,DatasetSimilarity,LoseALife,LoseALife,True,Confident,17.592,14
34,8,TemporalDecomposition,Dots,EnergyPill,False,Neutral,21.945,8
34,3,TemporalDecomposition,Survival,EnergyPill,False,Confident,7.506,10
34,7,TemporalDecomposition,LoseALife,EnergyPill,False,Neutral,12.384,9
34,19,TemporalDecomposition,LoseALife,LoseALife,True,Unconfident,10.601,11
34,19,SARFA,EnergyPill,EnergyPill,True,Neutral,19.702,4
34,5,SARFA,Survival,EnergyPill,False,Neutral,15.011,6
34,6,SARFA,Survival,EnergyPill,False,Neutral,12.258,5
34,10,SARFA,LoseALife,Dots,False,Confident,10.12,7
34,7,OptimalAction,Survival,EnergyPill,False,Neutral,14.335,0
34,17,OptimalAction,Survival,Dots,False,Neutral,12.204,2
34,2,OptimalAction,LoseALife,Dots,False,Neutral,12.985,3
34,5,OptimalAction,LoseALife,Dots,False,Neutral,11.352,1
35,9,DatasetSimilarity,EnergyPill,EnergyPill,True,Neutral,17.394,6
35,13,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,12.053,5
35,17,DatasetSimilarity,EnergyPill,EnergyPill,True,Neutral,10.467,7
35,16,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,25.861,4
35,8,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,16.328,10
35,9,TemporalDecomposition,EnergyPill,EnergyPill,True,Unconfident,20.439,9
35,9,TemporalDecomposition,Survival,Survival,True,Neutral,19.584,8
35,18,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,8.858,11
35,7,SARFA,Dots,EnergyPill,False,Neutral,12.253,15
35,7,SARFA,EnergyPill,EnergyPill,True,Neutral,6.745,13
35,0,SARFA,Survival,LoseALife,False,Neutral,18.312,12
35,4,SARFA,LoseALife,EnergyPill,False,Neutral,11.035,14
35,19,OptimalAction,Dots,LoseALife,False,Neutral,39.295,0
35,5,OptimalAction,EnergyPill,Survival,False,Confident,13.391,1
35,15,OptimalAction,Survival,EnergyPill,False,Neutral,15.331,2
35,12,OptimalAction,LoseALife,EnergyPill,False,Neutral,13.755,3
36,10,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,9.465,14
36,4,DatasetSimilarity,Survival,Dots,False,Unconfident,28.065,13
36,19,DatasetSimilarity,Survival,Survival,True,Neutral,23.06,12
36,19,DatasetSimilarity,LoseALife,LoseALife,True,Confident,13.652,15
36,9,TemporalDecomposition,EnergyPill,EnergyPill,True,Confident,28,0
36,7,TemporalDecomposition,Survival,Dots,False,Confident,12.371,2
36,8,TemporalDecomposition,Survival,LoseALife,False,Confident,19.848,1
36,12,TemporalDecomposition,LoseALife,Survival,False,Confident,14.826,3
36,8,SARFA,EnergyPill,Dots,False,Confident,9.945,8
36,12,SARFA,EnergyPill,Survival,False,Neutral,15.045,11
36,19,SARFA,EnergyPill,LoseALife,False,Confident,10.022,9
36,14,SARFA,LoseALife,Survival,False,Confident,10.772,10
36,0,OptimalAction,EnergyPill,Dots,False,Neutral,19.284,6
36,15,OptimalAction,EnergyPill,LoseALife,False,Confident,17.581,4
36,9,OptimalAction,Survival,Dots,False,Confident,15.156,5
36,17,OptimalAction,LoseALife,LoseALife,True,Confident,9.683,7
37,2,DatasetSimilarity,Dots,EnergyPill,False,Neutral,9.748,14
37,3,DatasetSimilarity,Survival,Dots,False,Confident,16.132,13
37,14,DatasetSimilarity,Survival,Dots,False,Very Unconfident,26.264,12
37,17,DatasetSimilarity,LoseALife,Survival,False,Unconfident,15.445,15
37,0,TemporalDecomposition,Dots,Dots,True,Confident,6.315,5
37,8,TemporalDecomposition,EnergyPill,Survival,False,Neutral,13.589,7
37,15,TemporalDecomposition,Survival,EnergyPill,False,Confident,6.375,6
37,13,TemporalDecomposition,LoseALife,LoseALife,True,Unconfident,12.032,4
37,17,SARFA,Dots,EnergyPill,False,Confident,7.961,3
37,16,SARFA,Survival,EnergyPill,False,Very Confident,12.515,2
37,4,SARFA,LoseALife,Dots,False,Confident,14.788,0
37,8,SARFA,LoseALife,EnergyPill,False,Neutral,15.13,1
37,9,OptimalAction,Dots,Dots,True,Unconfident,15.391,8
37,1,OptimalAction,Survival,Dots,False,Confident,17.339,11
37,13,OptimalAction,Survival,Survival,True,Very Unconfident,23.729,9
37,18,OptimalAction,Survival,LoseALife,False,Confident,9.387,10
38,6,DatasetSimilarity,Dots,EnergyPill,False,Neutral,21.885,2
38,10,DatasetSimilarity,Dots,EnergyPill,False,Confident,19.482,3
38,5,DatasetSimilarity,EnergyPill,Dots,False,Neutral,20.931,1
38,19,DatasetSimilarity,EnergyPill,Dots,False,Neutral,24.018,0
38,4,TemporalDecomposition,Dots,EnergyPill,False,Neutral,18.237,13
38,16,TemporalDecomposition,Dots,Dots,True,Neutral,17.96,12
38,14,TemporalDecomposition,Survival,Survival,True,Neutral,13.197,14
38,12,TemporalDecomposition,LoseALife,LoseALife,True,Confident,10.201,15
38,13,SARFA,Dots,Survival,False,Unconfident,24.864,5
38,1,SARFA,Survival,LoseALife,False,Unconfident,27.454,6
38,7,SARFA,Survival,Survival,True,Neutral,16.801,7
38,15,SARFA,Survival,EnergyPill,False,Neutral,23.342,4
38,5,OptimalAction,EnergyPill,EnergyPill,True,Neutral,19.077,8
38,19,OptimalAction,EnergyPill,Survival,False,Neutral,19.162,9
38,1,OptimalAction,LoseALife,Dots,False,Neutral,11.728,10
38,16,OptimalAction,LoseALife,Survival,False,Neutral,20.006,11
39,7,DatasetSimilarity,Dots,EnergyPill,False,Confident,13.959,3
39,8,DatasetSimilarity,Dots,Dots,True,Confident,14.152,2
39,10,DatasetSimilarity,Survival,Dots,False,Neutral,39.072,0
39,0,DatasetSimilarity,LoseALife,LoseALife,True,Neutral,24.156,1
39,10,TemporalDecomposition,Dots,Survival,False,Unconfident,12.549,15
39,11,TemporalDecomposition,EnergyPill,Dots,False,Neutral,29.617,13
39,13,TemporalDecomposition,Survival,Survival,True,Confident,10.916,14
39,7,TemporalDecomposition,LoseALife,LoseALife,True,Unconfident,37.282,12
39,12,SARFA,Dots,LoseALife,False,Very Unconfident,25.518,9
39,11,SARFA,EnergyPill,LoseALife,False,Neutral,16.631,10
39,2,SARFA,Survival,Dots,False,Confident,16.461,11
39,3,SARFA,LoseALife,LoseALife,True,Very Unconfident,28.597,8
39,17,OptimalAction,Dots,Dots,True,Confident,9.928,7
39,19,OptimalAction,EnergyPill,LoseALife,False,Confident,15.084,4
39,2,OptimalAction,Survival,Survival,True,Neutral,16.196,5
39,10,OptimalAction,LoseALife,LoseALife,True,Confident,19.494,6
40,4,DatasetSimilarity,Dots,Dots,True,Very Confident,19.036,11
40,14,DatasetSimilarity,EnergyPill,EnergyPill,True,Very Confident,30.416,8
40,0,DatasetSimilarity,LoseALife,LoseALife,True,Very Confident,18.462,9
40,7,DatasetSimilarity,LoseALife,LoseALife,True,Confident,17.85,10
40,11,TemporalDecomposition,Dots,EnergyPill,False,Very Confident,9.603,14
40,0,TemporalDecomposition,EnergyPill,Survival,False,Confident,10.352,15
40,4,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,15.005,13
40,6,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,21.489,12
40,0,SARFA,Dots,LoseALife,False,Neutral,13.378,5
40,12,SARFA,Dots,EnergyPill,False,Confident,16.302,7
40,14,SARFA,EnergyPill,Survival,False,Confident,33.92,4
40,3,SARFA,LoseALife,Survival,False,Very Confident,14.352,6
40,8,OptimalAction,EnergyPill,EnergyPill,True,Very Confident,14.451,2
40,9,OptimalAction,EnergyPill,Survival,False,Confident,19.99,1
40,12,OptimalAction,EnergyPill,Survival,False,Confident,17.481,3
40,19,OptimalAction,Survival,LoseALife,False,Confident,30.16,0
41,8,DatasetSimilarity,Dots,EnergyPill,False,Confident,8.503,13
41,19,DatasetSimilarity,Dots,EnergyPill,False,Confident,20.318,12
41,5,DatasetSimilarity,Survival,Survival,True,Confident,9.131,14
41,16,DatasetSimilarity,Survival,LoseALife,False,Neutral,12.921,15
41,1,TemporalDecomposition,Dots,EnergyPill,False,Confident,8.338,10
41,9,TemporalDecomposition,Dots,Dots,True,Neutral,23.844,8
41,13,TemporalDecomposition,EnergyPill,Survival,False,Confident,7.777,11
41,18,TemporalDecomposition,LoseALife,LoseALife,True,Confident,6.849,9
41,2,SARFA,Dots,Survival,False,Confident,10.187,2
41,16,SARFA,Dots,EnergyPill,False,Very Confident,4.503,3
41,13,SARFA,Survival,Survival,True,Confident,25.248,1
41,15,SARFA,LoseALife,Dots,False,Confident,42.04,0
41,17,OptimalAction,Dots,EnergyPill,False,Confident,19.857,5
41,9,OptimalAction,Survival,Survival,True,Confident,12.745,7
41,15,OptimalAction,LoseALife,Dots,False,Neutral,34.674,4
41,19,OptimalAction,LoseALife,Survival,False,Neutral,14.488,6
42,1,DatasetSimilarity,Survival,LoseALife,False,Confident,18.502,15
42,4,DatasetSimilarity,LoseALife,EnergyPill,False,Unconfident,32.376,14
42,8,DatasetSimilarity,LoseALife,Dots,False,Confident,16.398,13
42,17,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,17.244,12
42,2,TemporalDecomposition,Dots,EnergyPill,False,Neutral,15.545,10
42,10,TemporalDecomposition,EnergyPill,Dots,False,Confident,17.239,11
42,15,TemporalDecomposition,LoseALife,LoseALife,True,Unconfident,25.57,8
42,17,TemporalDecomposition,LoseALife,LoseALife,True,Confident,15.041,9
42,4,SARFA,Dots,Dots,True,Unconfident,27.317,2
42,10,SARFA,EnergyPill,LoseALife,False,Unconfident,27.715,1
42,1,SARFA,LoseALife,Dots,False,Unconfident,34.201,0
42,12,SARFA,LoseALife,Survival,False,Unconfident,14.501,3
42,5,OptimalAction,Dots,Survival,False,Confident,28.003,4
42,6,OptimalAction,Survival,Dots,False,Very Confident,18.601,7
42,8,OptimalAction,Survival,LoseALife,False,Very Confident,6.344,6
42,9,OptimalAction,LoseALife,Dots,False,Neutral,20.065,5
43,15,DatasetSimilarity,Dots,EnergyPill,False,Confident,25.337,2
43,12,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,23.472,1
43,1,DatasetSimilarity,Survival,Survival,True,Confident,28.791,0
43,11,DatasetSimilarity,LoseALife,Survival,False,Neutral,31.717,3
43,10,TemporalDecomposition,Dots,Dots,True,Confident,9.691,14
43,6,TemporalDecomposition,EnergyPill,Dots,False,Confident,22.84,12
43,0,TemporalDecomposition,LoseALife,Survival,False,Confident,17.337,13
43,17,TemporalDecomposition,LoseALife,EnergyPill,False,Confident,13.887,15
43,18,SARFA,Dots,Survival,False,Unconfident,28.373,7
43,2,SARFA,EnergyPill,Survival,False,Unconfident,18.204,5
